image,text
data/processed/23.png,ہوئی۔
data/processed/24.png,واشنگٹن (اے پی پی) ورلڈ بینک نے امید ظاہر کی
data/processed/25.png,ہے کہ امریکہ کو ایک اور کساد بازاری کا سامنا
data/processed/26.png,بہتر بنانی چاہئے کیونکہ وزیراعلیٰ پنجاب نے انکی تنخواہیں ڈبل
data/processed/27.png,نہیں کرنا پڑے گا۔ ورلڈ بینک کے سربراہ رابرٹ زوئیلک
data/processed/28.png,نے اپنے ایک بیان میں کہا ہے کہ انہیں اس
data/processed/29.png,بات کا یقین ہے کہ امریکہ ایک اور کساد بازاری
data/processed/30.png,کی لپیٹ میں نہیں آئے گا اور نہ ہی دنیا
data/processed/31.png,کے دوسرے ممالک کو اس قسم کے بحران کا سامنا
data/processed/32.png,ہو سکتا ہے۔ رابرٹ زوئیلک سنگاپور میں ایک اجلاس سے
data/processed/33.png,خطاب کر رہے تھے جس میں ان سے امریکہ کی
data/processed/34.png,اقتصادی صورتحال کے حوالے سے سوال کیا گیا تھا۔
data/processed/35.png,ڈھاکہ ( جنگ نیوز) بھارتی وزیراعظم منموہن سنگھ نے کہا
data/processed/36.png,ہے کہ اگر انہیں بنگلہ دیش کے دورے کے دوران
data/processed/37.png,کر دی ہیں۔ اس کے باوجود کارکردگی میں بہتری نہیں
data/processed/38.png,ہلسا مچھلی پیش کی جائے تو وہ گوشت نہ کھانے
data/processed/39.png,کا عہد توڑنے کے لئے تیار ہیں۔ بھارتی وزیراعظم منموہن
data/processed/40.png,سنگھ دو روزہ سرکاری دورے پر بنگلہ دیش پہنچے ہیں۔
data/processed/41.png,منموہن سنگھ نے بنگلہ دیش کی نیوز ایجنسی کو ایک
data/processed/42.png,انٹرویو میں بتایا کہ اگرچہ وہ سبزی خور ہیں لیکن
data/processed/43.png,بنگلہ دیش انہیں ہلسا مچھلی پیش کرنے کی کوشش کرے
data/processed/44.png,گا۔انہوں نے کہا کہ ’میں سبزی کے علاوہ کچھ نہ
data/processed/45.png,کھانے کا عہد توڑنے کو تیار ہوں کیونکہ میں نے
data/processed/46.png,سنا ہے کہ ہلسا مچھلی بہت ذائقہ دار ہوتی ہے‘۔
data/processed/47.png,واضح رہے کہ بنگلہ دیش میں ہلسا مچھلی کو بہت
data/processed/48.png,آئی۔
data/processed/49.png,پسند کیا جاتا ہے۔ اگرچہ ہلسا مچھلی بھارت کے بازاروں
data/processed/50.png,سے بھی مل جاتی ہے تاہم بنگلہ دیش کے دریاوٴں
data/processed/51.png,میں پائی جانے والی مچھلی بہت ذائقہ دار ہوتی ہے۔
data/processed/52.png,کراچی (اسٹاف رپورٹر) وزیراعلیٰ سندھ سید قائم علی شاہ سے
data/processed/53.png,گزشتہ روز سابق وفاقی وزیر قانون سینیٹر بابر اعوان اور
data/processed/54.png,اسپیکر نثار احمد کھوڑو نے ملاقاتیں کیں۔ اس موقع پر
data/processed/55.png,"ملک کی سیاسی صورتحال،بالخصوص کراچی میں امن واماں کی صورتحال،"
data/processed/56.png,سندھ میں حالیہ بارشوں سے ہونے والے نقصانات اور ریلیف
data/processed/57.png,کے معاملات پر تبادہ خیال کیا گیا۔ وزیراعلیٰ سندھ نے
data/processed/58.png,سینیٹر بابر اعوان کو بتایا کہ وہ گزشتہ دو دنوں
data/processed/59.png,اسلام آباد (نمائندہ جنگ) سپریم کورٹ نے حج کرپشن اسکینڈل
data/processed/60.png,سے اندرون سندھ میں بارش سے تباہ شدہ کچھ علاقوں
data/processed/61.png,کے دورے پر تھے جہاں انہوں نے متاثرہ افراد سے
data/processed/62.png,ملاقات کی اور ان کے دکھوں اور تکالیف میں شرکت
data/processed/63.png,کی۔ وزیراعلیٰ سندھ نے بتایا کہ صوبہ سندھ حالیہ بارشوں
data/processed/64.png,سے بری طرح سے متاثر ہوا ہے۔ لاکھوں افراد بے
data/processed/65.png,گھر ہو گئے ہیں جنہیں ریلیف کیمپوں میں رکھا گیا
data/processed/66.png,ہے۔ انہوں نے بتایا کہ فصلوں کو بڑا نقصان پہنچا
data/processed/67.png,"ہے، راستے تباہ ہو گئے ہیں، مکانات گر گئے ہیں"
data/processed/68.png,جبکہ حکومت ان متاثرین کی امداد اور دوبارہ بحالی کیلئے
data/processed/69.png,شب و روز کوشاں ہے۔ انہوں نے کہا کہ نقصانات
data/processed/70.png,کیس میں ڈی جی ایف آئی اے وسیم احمد کی
data/processed/71.png,کے سروے کا کام جاری ہے۔ دونوں رہنماؤں نے اس
data/processed/72.png,عزم کا اعادہ کیا کہ صوبے کے متاثرہ افراد کی
data/processed/73.png,امداد کے لئے بھرپور کوششیں کی جائیں گی۔
data/processed/74.png,درخواست پر اٹارنی جنرل کو ہدایت کی ہے کہ ڈی
data/processed/75.png,جی ایف آئی اے کو تحقیقات سے الگ کرنے کے
data/processed/76.png,بارے میں حکومتی لائحہ عمل سے 3 روز میں عدالت
data/processed/77.png,پر ایسا گھناوٴنا عمل کرکے دنیا بھر میں اسلام کی
data/processed/78.png,"کو آگاہ کیا جائے، چیف جسٹس افتخار محمد چوہدری نے"
data/processed/79.png,کہا کہ وسیم احمد رہے اور کیس خراب ہو گیا
data/processed/80.png,تو عدالت کسی سے رعایت نہیں برتے گی۔ چیف جسٹس
data/processed/81.png,"کی سربراہی میں جسٹس جاوید اقبال، جسٹس تصدق حسین جیلانی،"
data/processed/82.png,"جسٹس انور ظہیر جمالی، جسٹس راجہ فیاض احمد، جسٹس غلام"
data/processed/83.png,ربانی اور جسٹس خلیل الرحمن رمدے پر مشتمل 7 رکنی
data/processed/84.png,بنچ نے سماعت کی۔ عدالت نے مزید سماعت 20 جنوری
data/processed/85.png,تک ملتوی کر دی۔ عدالت نے حجاج کرام کو 700
data/processed/86.png,ریال کی واپسی کے حوالے سے حکومتی اقدامات کو سراہا۔
data/processed/87.png,عدالت کو ایف آئی اے کے تفتیشی آفیسر نے بتایا
data/processed/88.png,اچھی تصویر پیش کی جارہی ہے یا اس کا امیج
data/processed/89.png,کہ سابق وزیر حامد سعید کاظمی اور راؤ شکیل کے
data/processed/90.png,بینک اکاؤنٹس نہیں مل رہے جبکہ عدالت کے روبرو ایف
data/processed/91.png,آئی اے نے وزیر داخلہ رحمن ملک کا ریکارڈ شدہ
data/processed/92.png,"بیان بھی عدالت کے سامنے پیش کیا، وزیر داخلہ کا"
data/processed/93.png,بیان ڈی جی حج آپریشن راؤ شکیل احمد کا نام
data/processed/94.png,ای سی ایل سے نکالنے کے بارے میں تھا جس
data/processed/95.png,میں کہا گیا کہ ڈی جی حج آپریشن مقرر ہونے
data/processed/96.png,کے بعد ان کا سعودی عرب جانا ضروری تھا اس
data/processed/97.png,لئے ان کا نام ای سی ایل سے نکالا گیا۔
data/processed/98.png,چیف جسٹس نے کہا کہ وزیر داخلہ کو ای سی
data/processed/99.png,"خراب کیاجارہاہے؟ یہ اسلام نہیں مذہبی انتہا پسندی ہے، اسلام"
data/processed/100.png,ایل سے نام نکالنے کا اختیار حاصل نہیں ہے۔ سردار
data/processed/101.png,لطیف کھوسہ نے عدالت کو بتایا کہ راؤ شکیل کا
data/processed/102.png,نام ایس ایم ایس کے ذریعے نہیں بلکہ ایس ایم
data/processed/103.png,ای کے ذریعے ای سی ایل سے نکالا گیا جس
data/processed/104.png,"کا مطلب وہ سیکرٹری وزارت داخلہ ہے، چیف جسٹس نے"
data/processed/105.png,کہا کہ وزیر داخلہ کے بیان کے مطابق ای سی
data/processed/106.png,ایل سے نام نکالنے کا اختیار ان کے پاس ہے
data/processed/107.png,جبکہ ای سی ایل کے قوانین کے مطابق یہ اختیار
data/processed/108.png,سیکرٹری داخلہ کے پاس ہے۔ عدالت نے لطیف کھوسہ سے
data/processed/109.png,کہا کہ آپ یہاں حامد سعید کاظمی کی وکالت کیلئے
data/processed/110.png,ایسا کرنے کادرس نہیں دیتامگربعض گروپ اسلام کے نام پر
data/processed/111.png,آئے ہیں وزیر داخلہ کی وکالت کیلئے نہیں آئے۔ سابق
data/processed/112.png,وفاقی وزیراعظم سواتی کے وکیل افنان کنڈی نے عدالت کو
data/processed/113.png,بتایا کہ ابھی تک ملزمان کے بنک اکاؤنٹس کی تفصیلات
data/processed/114.png,نہیں بتائی گئیں جبکہ تفتیشی افسر کو بھی ابھی تک
data/processed/115.png,سعودی عرب نہیں بھیجا گیا۔ احمد فیض اور حامد سعید
data/processed/116.png,کی گفتگو کا ریکارڈ اور زین سکھیرا کے سعودی عرب
data/processed/117.png,دوروں اور دیگر تفصیلات ایف آئی اے کو دی گئی
data/processed/118.png,ہیں۔ ایڈووکیٹ لطیف کھوسہ نے کہا کہ ایف آئی اے
data/processed/119.png,کے تفتیشی افسر حسین اصغر کا ویزا لگ گیا ہے
data/processed/120.png,اوروہ جلد سعودی عرب چلے جائیں گے۔ جسٹس خلیل الرحمن
data/processed/121.png,مذہبی انتہاپسندی اورمذہبی جنونیت کوپروان چڑھارہے ہیں اور اسلام کے
data/processed/122.png,رمدے نے کہا کہ جس انداز سے تفتیش کی جا
data/processed/123.png,رہی ہے اس سے ہم تنگ آ چکے ہیں 35
data/processed/124.png,"روز گزر گئے تفتیشی افسر کو نہیں بھیجا گیا، ہم"
data/processed/125.png,شروع سے ہی ڈی جی ایف آئی اے کو کہہ
data/processed/126.png,رہے ہیں کہ ہم سے نہ سہی کم از کم
data/processed/127.png,خدا سے تو ڈریں۔ اداروں میں چن چن کر غلط
data/processed/128.png,بندے لگائے جا رہے ہیں۔ ڈی جی ایف آئی اے
data/processed/129.png,نے کہا کہ انہوں نے حکومت کو درخواست دی ہے
data/processed/130.png,کہ ان کو تحقیقات سے الگ کر دیا جائے کیونکہ
data/processed/131.png,"میں پانچ سیکرٹریوں کو تفتیش کے لئے نہیں بلا سکتا،"
data/processed/132.png,نام پر تشدد اور جنگ وجدل کادرس دے رہے ہیں۔
data/processed/133.png,تفتیشی افسر نے بتایا کہ حامد کاظمی اور راؤ شکیل
data/processed/134.png,وغیرہ کے متعلق 8 بینک اکاؤنٹس چیک کئے گئے ہیں
data/processed/135.png,"ان میں سے کوئی اکاؤنٹس پاکستان میں موجود نہیں، سیکرٹری"
data/processed/136.png,مذہبی امور شوکت حیات درانی نے کہا کہ عدالتی احکامات
data/processed/137.png,کی روشنی میں 26 ہزار چھ سوحاجیوں کو 700 ریال
data/processed/138.png,فی کس واپس کرنے کے لئے اقدامات کئے جا رہے
data/processed/139.png,ہیں اور بینکوں کو ہدایت کی ہے کہ آئندہ ہفتے
data/processed/140.png,سے کام شروع کر دیں۔
data/processed/141.png,اسلام آباد (اظہر سید … نمائندہ جنگ) حکومت نے بجلی
data/processed/142.png,کی قیمتوں میں دو فیصد اضافہ کردیاہے تاہم سیاسی صورتحال
data/processed/143.png,یہ اسلام اور نبی اکرمﷺ سے محبت نہیں۔ نبی اکرم
data/processed/144.png,کی وجہ سے قیمتوں میں اس اضافہ کااعلان نہیں کیاگیا۔
data/processed/145.png,انتہائی ذمہ دار حکومتی ذرائع کاکہنا ہے کہ پیٹرولیم مصنوعات
data/processed/146.png,کی قیمتوں میں اضافہ کا فیصلہ واپس لینے پر وفاقی
data/processed/147.png,حکومت پر آئی ایم ایف کا شدید دباؤ تھا۔ حکومت
data/processed/148.png,نے اس دباؤ کے سامنے گھٹنے ٹیکتے ہوئے دسمبر2010ء سے
data/processed/149.png,بجلی کی قیمتوں میں اضافہ کانوٹیفکیشن جاری کیاہے اور اس
data/processed/150.png,نوٹیفکیشن کی معمول کی 100کاپیوں کی بجائے صرف 35کاپیاں تیار
data/processed/151.png,کرائی ہیں۔رواں ماہ جنوری کے بجلی کے بلوں میں دو
data/processed/152.png,فیصداضافہ شامل ہو گا حکومت کی طرف سے خاموشی کے
data/processed/153.png,ساتھ جاری کردہ نوٹیفکیشن کے مطابق 50یونٹ تک ماہانہ بجلی
data/processed/154.png,"ﷺ تو رحمت العالمین بن کر آئے، وہ سارے عالم"
data/processed/155.png,استعمال کرنے پر فی یونٹ قیمت ایک روپیہ 87 پیسے
data/processed/156.png,"100 یونٹ تک 4روپیہ 36پیسے ،300یونٹ ماہانہ بجلی استعمال کرنے"
data/processed/157.png,"پر 6روپیہ 60پیسے ،301 یونٹ سے 700یونٹ تک 10روپیہ 65"
data/processed/158.png,پیسے جبکہ 700 یونٹ سے زیادہ پر فی یونٹ قیمت
data/processed/159.png,13روپیہ 29پیسے مقرر کی گئی ہے سنگل فیز میٹر پر
data/processed/160.png,75 روپیہ اورتھری فیز کنکشن پر 150روپیہ ماہانہ لازمی چارجز
data/processed/161.png,ہوں گے۔5کلوواٹ سے زیادہ بجلی کے استعمال پر مصروف اوقات
data/processed/162.png,”پیک اوور“ میں قیمت 12روپیہ 25پیسے اورعام اوقات میں 6روپیہ
data/processed/163.png,70پیسے فی یونٹ ہوئی کمرشل صارفین کیلئے 5کلو واٹ تک
data/processed/164.png,بجلی کے استعمال پر قیمت فی یونٹ 13روپیہ اور اس
data/processed/165.png,"کیلئے رحمت لانے والے ہیں تشدد لانے والے نہیں، آپﷺ"
data/processed/166.png,سے زیادہ پر 8روپیہ 14پیسے فی یونٹ ہوگی۔ جبکہ 353روپیہ
data/processed/167.png,ماہانہ لازمی چارجز بھی ہوں گے۔ مصروف اوقات میں فی
data/processed/168.png,یونٹ قیمت 11روپیہ 49پیسے اورعام اوقات میں 6روپیہ 50پیسے فی
data/processed/169.png,یونٹ ہوگی صنعتی شعبہ کیلئے 6کلو واٹ تک 8روپیہ 96پیسے
data/processed/170.png,فی یونٹ جبکہ 6سے 500کے وی تک بجلی کے ا
data/processed/171.png,ستعمال پر فی یونٹ بجلی کی قیمت7روپے 59پیسے ہوگی جبکہ
data/processed/172.png,353روپیہ فکسڈ چارجز ہوں گے۔
data/processed/173.png,"کراچی (اسٹاف رپورٹر) مارکیٹوں میں جبری بھتہ، پرچی، دھمکی آمیز"
data/processed/174.png,"فون کالز، تاجروں کے بلاجواز قتل، دکانوں پر اشتعال انگیز"
data/processed/175.png,"فائرنگ،گوداموں اور دکانوں کے تالے توڑکر قیمتی سامان لوٹنے، ڈکیتی،"
data/processed/176.png,مظاہرہ کے دورا ن بنوں ڈیرہ روڈ بلاک کردی اورسڑک
data/processed/177.png,تو غیر مسلموں حتیٰ کہ اپنے دشمنوں تک سے حسن
data/processed/178.png,چوری اور لوٹ مارکے بڑھتے ہوئے واقعات کے خلاف احتجاجی
data/processed/179.png,لائحہ عمل طے کرنے کیلئے آل کراچی تاجر اتحادکے چیئرمین
data/processed/180.png,"عتیق میرکی زیرصدارت بدھ 12 جنوری، سہ پہر3 بجے آرام"
data/processed/181.png,باغ فرنیچر مارکیٹ میں مارکیٹوں کے نمائندوں کا ایک ہنگامی
data/processed/182.png,اجلاس بلایا گیا ہے جس میں بدامنی اور لوٹ مارکی
data/processed/183.png,موجودہ تشویشناک صورتحال کیخلاف حکومت اور اس کے حفاظتی اداروں
data/processed/184.png,کے منفی کردارکی پرزور مذمت کی جائے گی۔ پرامن شٹر
data/processed/185.png,"بند ہڑتال، احتجاجی ریلیاں، دھرنے اور بھوک ہڑتال کے پروگرام"
data/processed/186.png,"ترتیب دیئے جائیں گے جن میں سیاسی، مذہبی اور شہری"
data/processed/187.png,جماعتوں کو بھی شرکت کی دعوت دی جائے گی۔ امن
data/processed/188.png,"سلوک سے پیش آتے، آپ ﷺ بدلہ لینے والے نہیں"
data/processed/189.png,"و امان کے قیام میں سیکورٹی اداروں کی ناکامی، حکومت"
data/processed/190.png,"کی عدم دلچسپی، تجارتی شہرکے کاروباری مستقبل اور تاجروں کی"
data/processed/191.png,جان و مال کے تحفظ پر غورکیا جائے گا۔ اس
data/processed/192.png,سلسلے میں آل کراچی تاجر اتحاد کے چیئرمین عتیق میر
data/processed/193.png,نے پریس کو جاری کیے گئے ایک اعلامیے میں کہا
data/processed/194.png,"کہ شہری زندگی کی مہذب شناخت ختم ہوگئی،کراچی جگمگاتے ہوئے"
data/processed/195.png,"جنگل کی تصویر پیش کر رہا ہے۔ ٹارگٹ کلنگ، بھتہ"
data/processed/196.png,"مافیا، ڈاکووٴں اور لٹیروں نے کراچی کی تجارتی حیثیت کو"
data/processed/197.png,تباہ و برباد کرکے رکھ دیا ہے۔ کراچی مکمل طور
data/processed/198.png,"پر ڈاکووٴں، لٹیروں اور بھتہ مافیا کی ریاست بن چکا"
data/processed/199.png,"بلکہ معاف کرنے والے ہیں، آپ ﷺ نے تو فتح"
